rental_id,rental_date,return_date,payment_id,payment_amount,payment_date,payment_status,accrual_amount,total_revenue,customer_id,customer_first_name,customer_last_name,customer_address,customer_city,customer_country,region,film_id,title,release_year,rental_term,rental_rate,rating,language,category,store_id,staff_id,staff_first_name,staff_last_name
12843,2005-08-19,2005-08-20,23873,2.99,2007-03-19,paid,0,2.99,128,Marjorie,Tucker,1050 Garden Grove Avenue,Jastrzebie-Zdrj,Poland,Europe,723,Reign Gentlemen,2006,3,2.99,PG-13,English,Sci-Fi,1,2,Jon,Stephens
12910,2005-08-19,2005-08-20,23874,0.99,2007-03-19,paid,0,0.99,128,Marjorie,Tucker,1050 Garden Grove Avenue,Jastrzebie-Zdrj,Poland,Europe,864,Sundance Invasion,2006,5,0.99,NC-17,English,Children,2,1,Mike,Hillyer
13027,2005-08-19,2005-08-25,23875,0.99,2007-03-19,paid,0,0.99,128,Marjorie,Tucker,1050 Garden Grove Avenue,Jastrzebie-Zdrj,Poland,Europe,821,Sorority Queen,2006,6,0.99,NC-17,English,Foreign,2,1,Mike,Hillyer
13181,2005-08-19,2005-08-24,23876,5.99,2007-03-19,paid,0,5.99,128,Marjorie,Tucker,1050 Garden Grove Avenue,Jastrzebie-Zdrj,Poland,Europe,278,Elf Murder,2006,4,4.99,NC-17,English,Music,1,2,Jon,Stephens
13509,2005-08-20,2005-08-22,23877,0.99,2007-03-20,paid,0,0.99,128,Marjorie,Tucker,1050 Garden Grove Avenue,Jastrzebie-Zdrj,Poland,Europe,809,Slipper Fidelity,2006,5,0.99,PG-13,English,Sports,2,2,Jon,Stephens
13964,2005-08-20,2005-08-21,23878,2.99,2007-03-20,paid,0,2.99,128,Marjorie,Tucker,1050 Garden Grove Avenue,Jastrzebie-Zdrj,Poland,Europe,22,Amistad Midsummer,2006,6,2.99,G,English,New,1,2,Jon,Stephens
14157,2005-08-21,2005-08-24,23879,0.99,2007-03-21,paid,0,0.99,128,Marjorie,Tucker,1050 Garden Grove Avenue,Jastrzebie-Zdrj,Poland,Europe,976,Wind Phantom,2006,6,0.99,R,English,Games,2,1,Mike,Hillyer
14925,2005-08-22,2005-08-30,23880,8.99,2007-03-22,paid,0,8.99,128,Marjorie,Tucker,1050 Garden Grove Avenue,Jastrzebie-Zdrj,Poland,Europe,98,Bright Encounters,2006,4,4.99,PG-13,English,Drama,1,2,Jon,Stephens
15220,2005-08-22,2005-08-28,23881,3.99,2007-03-22,paid,0,3.99,128,Marjorie,Tucker,1050 Garden Grove Avenue,Jastrzebie-Zdrj,Poland,Europe,42,Artist Coldblooded,2006,5,2.99,NC-17,English,Sports,2,1,Mike,Hillyer
15835,2005-08-23,2005-09-01,23882,8.99,2007-03-23,paid,0,8.99,128,Marjorie,Tucker,1050 Garden Grove Avenue,Jastrzebie-Zdrj,Poland,Europe,300,Falcon Volume,2006,5,4.99,PG-13,English,Animation,2,2,Jon,Stephens
10395,2005-08-01,2005-08-05,23883,2.99,2007-03-01,paid,0,2.99,129,Carrie,Porter,1854 Tieli Street,Liaocheng,China,Asia-Pacific,62,Bed Highball,2006,5,2.99,NC-17,English,Documentary,2,2,Jon,Stephens
10468,2005-08-01,2005-08-05,23884,0.99,2007-03-01,paid,0,0.99,129,Carrie,Porter,1854 Tieli Street,Liaocheng,China,Asia-Pacific,458,Indian Love,2006,4,0.99,NC-17,English,Family,2,2,Jon,Stephens
10483,2005-08-01,2005-08-04,23885,2.99,2007-03-01,paid,0,2.99,129,Carrie,Porter,1854 Tieli Street,Liaocheng,China,Asia-Pacific,331,Forward Temple,2006,6,2.99,NC-17,English,Games,2,1,Mike,Hillyer
10550,2005-08-01,2005-08-05,23886,2.99,2007-03-01,paid,0,2.99,129,Carrie,Porter,1854 Tieli Street,Liaocheng,China,Asia-Pacific,432,Hope Tootsie,2006,4,2.99,NC-17,English,Classics,1,2,Jon,Stephens
10816,2005-08-01,2005-08-10,23887,4.99,2007-03-01,paid,0,4.99,129,Carrie,Porter,1854 Tieli Street,Liaocheng,China,Asia-Pacific,201,Cyclone Family,2006,7,2.99,PG,English,Foreign,1,2,Jon,Stephens
12612,2005-08-18,2005-08-26,23888,3.99,2007-03-18,paid,0,3.99,129,Carrie,Porter,1854 Tieli Street,Liaocheng,China,Asia-Pacific,231,Dinosaur Secretary,2006,7,2.99,R,English,Family,2,2,Jon,Stephens
12728,2005-08-18,2005-08-25,23889,4.99,2007-03-18,paid,0,4.99,129,Carrie,Porter,1854 Tieli Street,Liaocheng,China,Asia-Pacific,693,Potter Connecticut,2006,5,2.99,PG,English,Animation,2,1,Mike,Hillyer
13653,2005-08-20,2005-08-29,23890,10.99,2007-03-20,paid,0,10.99,129,Carrie,Porter,1854 Tieli Street,Liaocheng,China,Asia-Pacific,878,Teen Apollo,2006,3,4.99,G,English,Travel,2,1,Mike,Hillyer
13915,2005-08-20,2005-08-23,23891,4.99,2007-03-20,paid,0,4.99,129,Carrie,Porter,1854 Tieli Street,Liaocheng,China,Asia-Pacific,263,Durham Panky,2006,6,4.99,R,English,Sports,1,2,Jon,Stephens
13919,2005-08-20,2005-08-23,23892,4.99,2007-03-20,paid,0,4.99,129,Carrie,Porter,1854 Tieli Street,Liaocheng,China,Asia-Pacific,202,Daddy Pittsburgh,2006,5,4.99,G,English,Comedy,1,2,Jon,Stephens
13961,2005-08-20,2005-08-21,23893,0.99,2007-03-20,paid,0,0.99,129,Carrie,Porter,1854 Tieli Street,Liaocheng,China,Asia-Pacific,491,Jumping Wrath,2006,4,0.99,NC-17,English,Children,1,1,Mike,Hillyer
14353,2005-08-21,2005-08-22,23894,0.99,2007-03-21,paid,0,0.99,129,Carrie,Porter,1854 Tieli Street,Liaocheng,China,Asia-Pacific,352,Gathering Calendar,2006,4,0.99,PG-13,English,Games,2,2,Jon,Stephens
14968,2005-08-22,2005-08-29,23895,1.99,2007-03-22,paid,0,1.99,129,Carrie,Porter,1854 Tieli Street,Liaocheng,China,Asia-Pacific,727,Resurrection Silverado,2006,6,0.99,PG,English,Family,1,1,Mike,Hillyer
10568,2005-08-01,2005-08-08,23896,2.99,2007-03-01,paid,0,2.99,130,Charlotte,Hunter,758 Junan Lane,guas Lindas de Gois,Brazil,Latin America,660,Party Knock,2006,7,2.99,PG,English,Comedy,2,1,Mike,Hillyer
10645,2005-08-01,2005-08-09,23897,5.99,2007-03-01,paid,0,5.99,130,Charlotte,Hunter,758 Junan Lane,guas Lindas de Gois,Brazil,Latin America,845,Stepmom Dream,2006,7,4.99,NC-17,English,Foreign,2,1,Mike,Hillyer
11811,2005-08-17,2005-08-18,23898,2.99,2007-03-17,paid,0,2.99,130,Charlotte,Hunter,758 Junan Lane,guas Lindas de Gois,Brazil,Latin America,43,Atlantis Cause,2006,6,2.99,G,English,Family,2,2,Jon,Stephens
12094,2005-08-17,2005-08-23,23899,2.99,2007-03-17,paid,0,2.99,130,Charlotte,Hunter,758 Junan Lane,guas Lindas de Gois,Brazil,Latin America,234,Disturbing Scarface,2006,6,2.99,R,English,Sci-Fi,1,1,Mike,Hillyer
12777,2005-08-18,2005-08-27,23900,6.99,2007-03-18,paid,0,6.99,130,Charlotte,Hunter,758 Junan Lane,guas Lindas de Gois,Brazil,Latin America,760,Samurai Lion,2006,5,2.99,G,English,New,1,1,Mike,Hillyer
14111,2005-08-21,2005-08-22,23901,0.99,2007-03-20,paid,0,0.99,130,Charlotte,Hunter,758 Junan Lane,guas Lindas de Gois,Brazil,Latin America,285,English Bulworth,2006,3,0.99,PG-13,English,Sci-Fi,2,2,Jon,Stephens
15574,2005-08-23,2005-09-01,23902,5.99,2007-03-23,paid,0,5.99,130,Charlotte,Hunter,758 Junan Lane,guas Lindas de Gois,Brazil,Latin America,716,Reap Unfaithful,2006,6,2.99,PG-13,English,Horror,1,2,Jon,Stephens
15777,2005-08-23,2005-08-27,23903,4.99,2007-03-23,paid,0,4.99,130,Charlotte,Hunter,758 Junan Lane,guas Lindas de Gois,Brazil,Latin America,922,Undefeated Dalmations,2006,7,4.99,PG-13,English,Horror,1,2,Jon,Stephens
10459,2005-08-01,2005-08-03,23904,4.99,2007-03-01,paid,0,4.99,131,Monica,Hicks,1752 So Leopoldo Parkway,Mukateve,Ukraine,Europe,45,Attraction Newton,2006,5,4.99,PG-13,English,New,1,1,Mike,Hillyer
10861,2005-08-02,2005-08-09,23905,1.99,2007-03-01,paid,0,1.99,131,Monica,Hicks,1752 So Leopoldo Parkway,Mukateve,Ukraine,Europe,467,Intrigue Worst,2006,6,0.99,G,English,Foreign,2,2,Jon,Stephens
11971,2005-08-17,2005-08-18,23906,0.99,2007-03-17,paid,0,0.99,131,Monica,Hicks,1752 So Leopoldo Parkway,Mukateve,Ukraine,Europe,604,Mulan Moon,2006,4,0.99,G,English,Comedy,2,2,Jon,Stephens
11973,2005-08-17,2005-08-21,23907,2.99,2007-03-17,paid,0,2.99,131,Monica,Hicks,1752 So Leopoldo Parkway,Mukateve,Ukraine,Europe,322,Flatliners Killer,2006,5,2.99,G,English,Sports,1,2,Jon,Stephens
12216,2005-08-18,2005-08-19,23908,0.99,2007-03-18,paid,0,0.99,131,Monica,Hicks,1752 So Leopoldo Parkway,Mukateve,Ukraine,Europe,899,Towers Hurricane,2006,7,0.99,NC-17,English,Classics,1,2,Jon,Stephens
12263,2005-08-18,2005-08-21,23909,0.99,2007-03-18,paid,0,0.99,131,Monica,Hicks,1752 So Leopoldo Parkway,Mukateve,Ukraine,Europe,882,Tenenbaums Command,2006,4,0.99,PG-13,English,Drama,1,1,Mike,Hillyer
12372,2005-08-18,2005-08-27,23910,9.99,2007-03-18,paid,0,9.99,131,Monica,Hicks,1752 So Leopoldo Parkway,Mukateve,Ukraine,Europe,654,Panky Submarine,2006,4,4.99,G,English,Games,1,2,Jon,Stephens
13050,2005-08-19,2005-08-26,23911,6.99,2007-03-19,paid,0,6.99,131,Monica,Hicks,1752 So Leopoldo Parkway,Mukateve,Ukraine,Europe,805,Sleepless Monsoon,2006,5,4.99,G,English,Animation,2,2,Jon,Stephens
13346,2005-08-19,2005-08-28,23912,7.99,2007-03-19,paid,0,7.99,131,Monica,Hicks,1752 So Leopoldo Parkway,Mukateve,Ukraine,Europe,991,Worst Banger,2006,4,2.99,PG,English,Action,2,2,Jon,Stephens
13353,2005-08-19,2005-08-25,23913,2.99,2007-03-19,paid,0,2.99,131,Monica,Hicks,1752 So Leopoldo Parkway,Mukateve,Ukraine,Europe,612,Mussolini Spoilers,2006,6,2.99,G,English,Sports,2,1,Mike,Hillyer
13407,2005-08-19,2005-08-22,23914,0.99,2007-03-19,paid,0,0.99,131,Monica,Hicks,1752 So Leopoldo Parkway,Mukateve,Ukraine,Europe,552,Majestic Floats,2006,5,0.99,PG,English,Documentary,2,1,Mike,Hillyer
15659,2005-08-23,2005-08-27,23915,2.99,2007-03-23,paid,0,2.99,131,Monica,Hicks,1752 So Leopoldo Parkway,Mukateve,Ukraine,Europe,999,Zoolander Fiction,2006,5,2.99,R,English,Children,2,2,Jon,Stephens
16042,2005-08-23,2005-08-24,23916,2.99,2007-03-23,paid,0,2.99,131,Monica,Hicks,1752 So Leopoldo Parkway,Mukateve,Ukraine,Europe,137,Charade Duffel,2006,3,2.99,PG,English,Sci-Fi,2,1,Mike,Hillyer
10243,2005-08-01,2005-08-06,23917,4.99,2007-03-01,paid,0,4.99,132,Esther,Crawford,898 Belm Manor,Botshabelo,South Africa,Middle East and Africa,484,Jerk Paycheck,2006,3,2.99,NC-17,English,Classics,1,1,Mike,Hillyer
10400,2005-08-01,2005-08-10,23918,6.99,2007-03-01,paid,0,6.99,132,Esther,Crawford,898 Belm Manor,Botshabelo,South Africa,Middle East and Africa,851,Straight Hours,2006,3,0.99,R,English,Sports,1,1,Mike,Hillyer
10619,2005-08-01,2005-08-07,23919,3.99,2007-03-01,paid,0,3.99,132,Esther,Crawford,898 Belm Manor,Botshabelo,South Africa,Middle East and Africa,473,Jacket Frisco,2006,5,2.99,PG-13,English,Drama,2,2,Jon,Stephens
10638,2005-08-01,2005-08-08,23920,6.99,2007-03-01,paid,0,6.99,132,Esther,Crawford,898 Belm Manor,Botshabelo,South Africa,Middle East and Africa,484,Jerk Paycheck,2006,3,2.99,NC-17,English,Classics,1,2,Jon,Stephens
11140,2005-08-02,2005-08-05,23921,0.99,2007-03-02,paid,0,0.99,132,Esther,Crawford,898 Belm Manor,Botshabelo,South Africa,Middle East and Africa,840,Stampede Disturbing,2006,5,0.99,R,English,Games,1,1,Mike,Hillyer
11812,2005-08-17,2005-08-18,23922,0.99,2007-03-17,paid,0,0.99,132,Esther,Crawford,898 Belm Manor,Botshabelo,South Africa,Middle East and Africa,23,Anaconda Confessions,2006,3,0.99,R,English,Animation,2,1,Mike,Hillyer
12133,2005-08-17,2005-08-19,23923,0.99,2007-03-17,paid,0,0.99,132,Esther,Crawford,898 Belm Manor,Botshabelo,South Africa,Middle East and Africa,427,Homeward Cider,2006,5,0.99,R,English,Documentary,1,2,Jon,Stephens
15874,2005-08-23,2005-08-28,23924,4.99,2007-03-23,paid,0,4.99,132,Esther,Crawford,898 Belm Manor,Botshabelo,South Africa,Middle East and Africa,135,Chance Resurrection,2006,3,2.99,R,English,Sports,1,1,Mike,Hillyer
10665,2005-08-01,2005-08-03,23925,0.99,2007-03-01,paid,0,0.99,133,Pauline,Henry,261 Saint Louis Way,Torren,Mexico,North America,786,Shepherd Midsummer,2006,7,0.99,R,English,Children,1,1,Mike,Hillyer
12419,2005-08-18,2005-08-19,23926,4.99,2007-03-18,paid,0,4.99,133,Pauline,Henry,261 Saint Louis Way,Torren,Mexico,North America,683,Pity Bound,2006,5,4.99,NC-17,English,Drama,2,1,Mike,Hillyer
12834,2005-08-19,2005-08-24,23927,4.99,2007-03-19,paid,0,4.99,133,Pauline,Henry,261 Saint Louis Way,Torren,Mexico,North America,165,Coldblooded Darling,2006,7,4.99,G,English,Sci-Fi,2,1,Mike,Hillyer
13323,2005-08-19,2005-08-23,23928,2.99,2007-03-19,paid,0,2.99,133,Pauline,Henry,261 Saint Louis Way,Torren,Mexico,North America,235,Divide Monster,2006,6,2.99,PG-13,English,Sci-Fi,1,1,Mike,Hillyer
13455,2005-08-20,2005-08-26,23929,1.99,2007-03-19,paid,0,1.99,133,Pauline,Henry,261 Saint Louis Way,Torren,Mexico,North America,291,Evolution Alter,2006,5,0.99,PG-13,English,Sports,1,1,Mike,Hillyer
13910,2005-08-20,2005-08-24,23930,2.99,2007-03-20,paid,0,2.99,133,Pauline,Henry,261 Saint Louis Way,Torren,Mexico,North America,56,Barefoot Manchurian,2006,6,2.99,G,English,Action,2,2,Jon,Stephens
15080,2005-08-22,2005-08-23,23931,0.99,2007-03-22,paid,0,0.99,133,Pauline,Henry,261 Saint Louis Way,Torren,Mexico,North America,206,Dancing Fever,2006,6,0.99,G,English,Documentary,1,1,Mike,Hillyer
16009,2005-08-23,2005-08-29,23932,6.99,2007-03-23,paid,0,6.99,133,Pauline,Henry,261 Saint Louis Way,Torren,Mexico,North America,670,Pelican Comforts,2006,4,4.99,PG,English,Documentary,2,2,Jon,Stephens
10864,2005-08-02,2005-08-08,23933,6.99,2007-03-01,paid,0,6.99,134,Emma,Boyd,765 Southampton Drive,Qalyub,Egypt,Middle East and Africa,369,Goodfellas Salute,2006,4,4.99,PG,English,Sci-Fi,2,1,Mike,Hillyer
11280,2005-08-02,2005-08-08,23934,3.99,2007-03-02,paid,0,3.99,134,Emma,Boyd,765 Southampton Drive,Qalyub,Egypt,Middle East and Africa,402,Harper Dying,2006,3,0.99,G,English,Animation,2,2,Jon,Stephens
11283,2005-08-02,2005-08-05,23935,4.99,2007-03-02,paid,0,4.99,134,Emma,Boyd,765 Southampton Drive,Qalyub,Egypt,Middle East and Africa,70,Bikini Borrowers,2006,7,4.99,NC-17,English,Animation,1,2,Jon,Stephens
11482,2005-08-02,2005-08-04,23936,4.99,2007-03-02,paid,0,4.99,134,Emma,Boyd,765 Southampton Drive,Qalyub,Egypt,Middle East and Africa,307,Fellowship Autumn,2006,6,4.99,NC-17,English,Travel,1,1,Mike,Hillyer
12754,2005-08-18,2005-08-27,23937,7.99,2007-03-18,paid,0,7.99,134,Emma,Boyd,765 Southampton Drive,Qalyub,Egypt,Middle East and Africa,902,Trading Pinocchio,2006,6,4.99,PG,English,Sports,1,2,Jon,Stephens
12987,2005-08-19,2005-08-20,23938,2.99,2007-03-19,paid,0,2.99,134,Emma,Boyd,765 Southampton Drive,Qalyub,Egypt,Middle East and Africa,800,Sinners Atlantis,2006,7,2.99,PG-13,English,Horror,2,1,Mike,Hillyer
13006,2005-08-19,2005-08-21,23939,2.99,2007-03-19,paid,0,2.99,134,Emma,Boyd,765 Southampton Drive,Qalyub,Egypt,Middle East and Africa,693,Potter Connecticut,2006,5,2.99,PG,English,Animation,2,1,Mike,Hillyer
14265,2005-08-21,2005-08-23,23940,2.99,2007-03-21,paid,0,2.99,134,Emma,Boyd,765 Southampton Drive,Qalyub,Egypt,Middle East and Africa,684,Pizza Jumanji,2006,4,2.99,NC-17,English,Games,2,1,Mike,Hillyer
15963,2005-08-23,2005-08-25,23941,2.99,2007-03-23,paid,0,2.99,134,Emma,Boyd,765 Southampton Drive,Qalyub,Egypt,Middle East and Africa,836,Squad Fish,2006,3,2.99,PG,English,Sports,1,1,Mike,Hillyer
10471,2005-08-01,2005-08-07,23942,0.99,2007-03-01,paid,0,0.99,135,Juanita,Mason,943 Johannesburg Avenue,Pune,India,Asia-Pacific,367,Goldmine Tycoon,2006,6,0.99,R,English,Sci-Fi,1,2,Jon,Stephens
10611,2005-08-01,2005-08-07,23943,2.99,2007-03-01,paid,0,2.99,135,Juanita,Mason,943 Johannesburg Avenue,Pune,India,Asia-Pacific,213,Date Speed,2006,4,0.99,R,English,Family,1,2,Jon,Stephens
10698,2005-08-01,2005-08-08,23944,3.99,2007-03-01,paid,0,3.99,135,Juanita,Mason,943 Johannesburg Avenue,Pune,India,Asia-Pacific,601,Moulin Wake,2006,4,0.99,PG-13,English,Travel,1,2,Jon,Stephens
11194,2005-08-02,2005-08-10,23945,5.99,2007-03-02,paid,0,5.99,135,Juanita,Mason,943 Johannesburg Avenue,Pune,India,Asia-Pacific,599,Mother Oleander,2006,3,0.99,R,English,Sports,2,1,Mike,Hillyer
11704,2005-08-17,2005-08-25,23946,7.99,2007-03-17,paid,0,7.99,135,Juanita,Mason,943 Johannesburg Avenue,Pune,India,Asia-Pacific,244,Dorado Notting,2006,5,4.99,NC-17,English,Music,2,1,Mike,Hillyer
12249,2005-08-18,2005-08-21,23947,2.99,2007-03-18,paid,0,2.99,135,Juanita,Mason,943 Johannesburg Avenue,Pune,India,Asia-Pacific,784,Shanghai Tycoon,2006,7,2.99,PG,English,Travel,2,1,Mike,Hillyer
13035,2005-08-19,2005-08-22,23948,0.99,2007-03-19,paid,0,0.99,135,Juanita,Mason,943 Johannesburg Avenue,Pune,India,Asia-Pacific,890,Tights Dawn,2006,5,0.99,R,English,Sports,1,1,Mike,Hillyer
14005,2005-08-20,2005-08-26,23949,0.99,2007-03-20,paid,0,0.99,135,Juanita,Mason,943 Johannesburg Avenue,Pune,India,Asia-Pacific,309,Feud Frogmen,2006,6,0.99,R,English,Family,2,2,Jon,Stephens
14136,2005-08-21,2005-08-28,23950,5.99,2007-03-21,paid,0,5.99,135,Juanita,Mason,943 Johannesburg Avenue,Pune,India,Asia-Pacific,59,Bear Graceland,2006,4,2.99,R,English,Children,2,1,Mike,Hillyer
15908,2005-08-23,2005-08-31,23951,2.99,2007-03-23,paid,0,2.99,135,Juanita,Mason,943 Johannesburg Avenue,Pune,India,Asia-Pacific,535,Love Suicides,2006,6,0.99,R,English,Horror,1,1,Mike,Hillyer
11992,2005-08-17,2005-08-26,23952,10.99,2007-03-17,paid,0,10.99,136,Anita,Morales,788 Atinsk Street,Hubli-Dharwad,India,Asia-Pacific,897,Torque Bound,2006,3,4.99,G,English,Drama,2,2,Jon,Stephens
12287,2005-08-18,2005-08-24,23953,5.99,2007-03-18,paid,0,5.99,136,Anita,Morales,788 Atinsk Street,Hubli-Dharwad,India,Asia-Pacific,484,Jerk Paycheck,2006,3,2.99,NC-17,English,Classics,1,1,Mike,Hillyer
12539,2005-08-18,2005-08-19,23954,0.99,2007-03-18,paid,0,0.99,136,Anita,Morales,788 Atinsk Street,Hubli-Dharwad,India,Asia-Pacific,717,Rear Trading,2006,6,0.99,NC-17,English,Action,1,2,Jon,Stephens
13992,2005-08-20,2005-08-24,23955,4.99,2007-03-20,paid,0,4.99,136,Anita,Morales,788 Atinsk Street,Hubli-Dharwad,India,Asia-Pacific,614,Name Detective,2006,5,4.99,PG-13,English,Games,2,2,Jon,Stephens
14379,2005-08-21,2005-08-24,23956,0.99,2007-03-21,paid,0,0.99,136,Anita,Morales,788 Atinsk Street,Hubli-Dharwad,India,Asia-Pacific,673,Personal Ladybugs,2006,3,0.99,PG-13,English,Music,1,1,Mike,Hillyer
14437,2005-08-21,2005-08-25,23957,2.99,2007-03-21,paid,0,2.99,136,Anita,Morales,788 Atinsk Street,Hubli-Dharwad,India,Asia-Pacific,329,Forrest Sons,2006,4,2.99,R,English,Action,2,2,Jon,Stephens
15439,2005-08-23,2005-08-27,23958,4.99,2007-03-22,paid,0,4.99,136,Anita,Morales,788 Atinsk Street,Hubli-Dharwad,India,Asia-Pacific,843,Steel Santa,2006,4,4.99,NC-17,English,Classics,1,1,Mike,Hillyer
10595,2005-08-01,2005-08-03,23959,4.99,2007-03-01,paid,0,4.99,137,Rhonda,Kennedy,1749 Daxian Place,Apeldoorn,Netherlands,Europe,215,Dawn Pond,2006,4,4.99,PG,English,Games,2,1,Mike,Hillyer
10842,2005-08-01,2005-08-11,23960,5.99,2007-03-01,paid,0,5.99,137,Rhonda,Kennedy,1749 Daxian Place,Apeldoorn,Netherlands,Europe,287,Entrapment Satisfaction,2006,5,0.99,R,English,Action,1,1,Mike,Hillyer
11057,2005-08-02,2005-08-11,23961,4.99,2007-03-02,paid,0,4.99,137,Rhonda,Kennedy,1749 Daxian Place,Apeldoorn,Netherlands,Europe,690,Pond Seattle,2006,7,2.99,PG-13,English,Animation,1,1,Mike,Hillyer
11281,2005-08-02,2005-08-07,23962,3.99,2007-03-02,paid,0,3.99,137,Rhonda,Kennedy,1749 Daxian Place,Apeldoorn,Netherlands,Europe,478,Jaws Harry,2006,4,2.99,G,English,Comedy,2,1,Mike,Hillyer
11732,2005-08-17,2005-08-23,23963,3.99,2007-03-17,paid,0,3.99,137,Rhonda,Kennedy,1749 Daxian Place,Apeldoorn,Netherlands,Europe,101,Brotherhood Blanket,2006,3,0.99,R,English,Documentary,1,2,Jon,Stephens
12078,2005-08-17,2005-08-24,23964,2.99,2007-03-17,paid,0,2.99,137,Rhonda,Kennedy,1749 Daxian Place,Apeldoorn,Netherlands,Europe,150,Cider Desire,2006,7,2.99,PG,English,Documentary,1,2,Jon,Stephens
13148,2005-08-19,2005-08-21,23965,0.99,2007-03-19,paid,0,0.99,137,Rhonda,Kennedy,1749 Daxian Place,Apeldoorn,Netherlands,Europe,382,Grit Clockwork,2006,3,0.99,PG,English,Games,2,1,Mike,Hillyer
13472,2005-08-20,2005-08-28,23966,5.99,2007-03-19,paid,0,5.99,137,Rhonda,Kennedy,1749 Daxian Place,Apeldoorn,Netherlands,Europe,676,Philadelphia Wife,2006,7,4.99,PG-13,English,Sports,2,1,Mike,Hillyer
13776,2005-08-20,2005-08-26,23967,5.99,2007-03-20,paid,0,5.99,137,Rhonda,Kennedy,1749 Daxian Place,Apeldoorn,Netherlands,Europe,532,Loser Hustler,2006,5,4.99,PG,English,Sports,2,1,Mike,Hillyer
14754,2005-08-21,2005-08-29,23968,7.99,2007-03-21,paid,0,7.99,137,Rhonda,Kennedy,1749 Daxian Place,Apeldoorn,Netherlands,Europe,512,League Hellfighters,2006,5,4.99,PG-13,English,Classics,2,2,Jon,Stephens
15082,2005-08-22,2005-08-28,23969,7.99,2007-03-22,paid,0,7.99,137,Rhonda,Kennedy,1749 Daxian Place,Apeldoorn,Netherlands,Europe,444,Hustler Party,2006,3,4.99,NC-17,English,Comedy,2,1,Mike,Hillyer
15133,2005-08-22,2005-08-26,23970,0.99,2007-03-22,paid,0,0.99,137,Rhonda,Kennedy,1749 Daxian Place,Apeldoorn,Netherlands,Europe,747,Roxanne Rebel,2006,5,0.99,R,English,Games,2,1,Mike,Hillyer
15537,2005-08-23,2005-08-24,23971,2.99,2007-03-23,paid,0,2.99,137,Rhonda,Kennedy,1749 Daxian Place,Apeldoorn,Netherlands,Europe,649,Oz Liaisons,2006,4,2.99,R,English,Animation,1,2,Jon,Stephens
15889,2005-08-23,2005-08-27,23972,4.99,2007-03-23,paid,0,4.99,137,Rhonda,Kennedy,1749 Daxian Place,Apeldoorn,Netherlands,Europe,172,Coneheads Smoochy,2006,7,4.99,NC-17,English,Drama,2,1,Mike,Hillyer
16030,2005-08-23,2005-08-31,23973,9.99,2007-03-23,paid,0,9.99,137,Rhonda,Kennedy,1749 Daxian Place,Apeldoorn,Netherlands,Europe,904,Train Bunch,2006,3,4.99,R,English,Horror,1,2,Jon,Stephens
10268,2005-08-01,2005-08-08,23974,3.99,2007-03-01,paid,0,3.99,138,Hazel,Warren,1587 Sullana Lane,Hohhot,China,Asia-Pacific,604,Mulan Moon,2006,4,0.99,G,English,Comedy,2,1,Mike,Hillyer
10431,2005-08-01,2005-08-07,23975,5.99,2007-03-01,paid,0,5.99,138,Hazel,Warren,1587 Sullana Lane,Hohhot,China,Asia-Pacific,239,Dogma Family,2006,5,4.99,G,English,Animation,2,2,Jon,Stephens
11015,2005-08-02,2005-08-08,23976,4.99,2007-03-02,paid,0,4.99,138,Hazel,Warren,1587 Sullana Lane,Hohhot,China,Asia-Pacific,944,Virgin Daisy,2006,6,4.99,PG-13,English,Drama,2,2,Jon,Stephens
11088,2005-08-02,2005-08-05,23977,0.99,2007-03-02,paid,0,0.99,138,Hazel,Warren,1587 Sullana Lane,Hohhot,China,Asia-Pacific,601,Moulin Wake,2006,4,0.99,PG-13,English,Travel,1,2,Jon,Stephens
11463,2005-08-02,2005-08-08,23978,0.99,2007-03-02,paid,0,0.99,138,Hazel,Warren,1587 Sullana Lane,Hohhot,China,Asia-Pacific,423,Hollywood Anonymous,2006,7,0.99,PG,English,Children,2,2,Jon,Stephens
12550,2005-08-18,2005-08-19,23979,2.99,2007-03-18,paid,0,2.99,138,Hazel,Warren,1587 Sullana Lane,Hohhot,China,Asia-Pacific,928,Uptown Young,2006,5,2.99,PG,English,Children,1,2,Jon,Stephens
12873,2005-08-19,2005-08-22,23980,2.99,2007-03-19,paid,0,2.99,138,Hazel,Warren,1587 Sullana Lane,Hohhot,China,Asia-Pacific,463,Instinct Airport,2006,4,2.99,PG,English,Sports,1,2,Jon,Stephens
14194,2005-08-21,2005-08-26,23981,1.99,2007-03-21,paid,0,1.99,138,Hazel,Warren,1587 Sullana Lane,Hohhot,China,Asia-Pacific,436,Hours Rage,2006,4,0.99,NC-17,English,New,2,1,Mike,Hillyer
14432,2005-08-21,2005-08-24,23982,4.99,2007-03-21,paid,0,4.99,138,Hazel,Warren,1587 Sullana Lane,Hohhot,China,Asia-Pacific,499,King Evolution,2006,3,4.99,NC-17,English,Family,1,2,Jon,Stephens
14486,2005-08-21,2005-08-23,23983,4.99,2007-03-21,paid,0,4.99,138,Hazel,Warren,1587 Sullana Lane,Hohhot,China,Asia-Pacific,686,Pluto Oleander,2006,5,4.99,R,English,New,1,1,Mike,Hillyer
